Location,Population,Density (people/km²),Urbanization (%),Average Income (USD),Education Level (% with Bachelor's or higher),DateTime,AQI,PM2.5,PM10,O3,NO2,SO2,CO,Altitude (m),Proximity to Industry (km)
Los Angeles,10039107,3276,89,60000,32,2024-01-10 20:00:00,5,140.19,169.75,18.6,163.14,26.46,2082.82,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 21:00:00,5,101.68,121.78,29.68,143.95,27.89,1482.01,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 22:00:00,3,29.92,37.47,60.08,63.06,21.46,567.44,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 23:00:00,3,26.57,32.67,63.66,50.04,17.88,473.98,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 00:00:00,3,26.81,32.59,55.07,50.72,14.9,460.62,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 01:00:00,3,26.6,34.37,10.82,85.68,9.89,674.25,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 02:00:00,3,36.86,49.38,0.0,100.08,7.63,1108.17,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 03:00:00,4,56.79,75.4,0.0,108.3,7.75,1602.17,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 04:00:00,5,76.44,101.54,0.0,113.79,8.11,1949.31,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 05:00:00,5,90.13,119.11,0.0,117.9,8.23,2082.82,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 06:00:00,5,101.34,132.77,0.0,120.64,8.11,2136.23,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 07:00:00,5,110.16,142.77,0.0,120.64,8.11,2189.64,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 08:00:00,5,112.49,144.52,0.0,123.38,7.27,2162.93,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 09:00:00,5,91.26,117.83,0.0,120.64,5.84,1815.8,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 10:00:00,3,48.24,63.85,0.0,91.85,4.17,1094.82,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 11:00:00,2,17.48,24.26,1.43,63.75,3.22,574.11,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 12:00:00,1,6.91,10.11,25.75,38.73,3.34,380.52,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 13:00:00,1,2.35,3.99,58.65,18.34,4.83,277.04,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 14:00:00,1,2.36,4.25,57.94,20.22,5.07,287.06,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 15:00:00,2,2.34,4.26,61.51,22.28,4.17,307.08,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 16:00:00,2,1.97,3.74,64.37,21.42,3.07,307.08,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 17:00:00,2,2.03,4.01,60.08,20.56,3.31,310.42,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 18:00:00,2,2.05,4.32,60.8,17.82,3.64,307.08,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 19:00:00,2,2.09,4.58,68.66,15.77,4.17,303.75,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 20:00:00,2,2.6,5.52,74.39,18.51,5.48,317.1,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 21:00:00,2,3.72,7.19,75.1,23.31,7.27,343.8,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 22:00:00,2,6.1,10.08,74.39,29.13,9.42,367.16,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-11 23:00:00,2,7.56,11.84,75.1,34.27,10.85,380.52,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 00:00:00,2,7.37,12.03,71.53,40.1,11.68,387.19,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 01:00:00,3,16.23,24.09,19.49,89.11,12.4,660.9,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 02:00:00,3,32.49,45.16,0.1,112.41,11.92,1121.52,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 03:00:00,3,49.06,66.36,0.0,119.27,9.78,1455.31,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 04:00:00,4,62.91,86.34,0.0,124.75,8.23,1642.23,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 05:00:00,4,71.2,100.59,0.0,122.01,7.27,1695.63,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 06:00:00,4,74.93,108.35,0.0,113.79,6.5,1668.93,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 07:00:00,4,74.19,107.73,0.0,104.19,6.08,1615.52,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 08:00:00,4,64.65,93.3,0.0,93.22,5.66,1428.6,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 09:00:00,4,51.54,72.83,0.0,82.25,5.42,1161.58,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 10:00:00,3,42.22,57.7,0.0,77.46,6.56,947.95,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 11:00:00,3,37.88,49.68,0.0,74.71,7.51,821.11,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 12:00:00,3,37.09,47.35,0.0,71.97,7.45,787.73,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 13:00:00,3,36.56,46.12,0.0,69.92,7.57,767.71,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 14:00:00,3,36.73,46.62,0.0,69.23,7.57,774.38,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 15:00:00,3,43.25,55.56,0.0,71.29,7.75,921.25,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 16:00:00,3,48.18,62.77,0.69,72.66,8.34,1068.12,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 17:00:00,4,50.3,65.97,5.28,70.6,9.78,1148.22,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 18:00:00,4,53.59,69.12,11.8,73.34,12.87,1134.87,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 19:00:00,3,33.23,40.61,49.35,49.35,16.93,547.41,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 20:00:00,3,30.78,37.3,64.37,43.18,16.69,487.33,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 21:00:00,3,33.44,40.15,72.96,46.61,17.64,494.0,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 22:00:00,3,37.76,44.86,78.68,54.15,20.5,514.03,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-12 23:00:00,3,43.78,51.71,75.82,68.55,25.99,560.76,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 00:00:00,3,46.75,55.33,65.8,85.0,30.99,594.14,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 01:00:00,4,61.2,72.75,15.02,137.09,28.61,881.2,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 02:00:00,5,86.02,102.54,0.06,167.25,22.65,1388.55,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 03:00:00,5,117.5,139.73,0.0,186.44,17.88,1869.2,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 04:00:00,5,146.98,175.11,0.0,200.15,15.14,2189.64,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 05:00:00,5,170.63,204.05,0.0,205.64,14.07,2429.96,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 06:00:00,5,191.98,231.1,0.0,208.38,13.71,2643.59,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 07:00:00,5,206.09,248.06,0.0,205.64,13.71,2803.8,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 08:00:00,5,201.22,241.27,0.0,194.67,12.52,2670.29,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 09:00:00,5,173.47,207.18,0.0,171.36,10.01,2216.34,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 10:00:00,5,141.56,168.87,0.0,149.43,7.33,1735.69,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 11:00:00,5,119.95,142.6,0.0,137.09,6.74,1415.25,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 12:00:00,5,108.16,127.41,0.0,130.24,7.99,1201.63,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 13:00:00,5,97.53,114.36,0.0,120.64,9.78,1041.41,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 14:00:00,5,86.2,101.46,0.0,104.19,9.18,947.95,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 15:00:00,5,82.99,99.15,0.0,94.59,8.23,1041.41,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 16:00:00,5,85.2,103.28,0.43,90.48,7.63,1241.68,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 17:00:00,5,86.8,105.57,4.43,87.74,8.94,1348.5,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 18:00:00,5,90.14,107.67,13.23,89.11,13.23,1281.74,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 19:00:00,4,66.9,76.95,60.8,65.12,23.37,694.27,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 20:00:00,4,68.61,78.37,88.69,60.32,23.13,654.22,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 21:00:00,5,76.62,86.85,111.58,63.75,25.03,660.9,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 22:00:00,5,81.05,91.65,130.18,65.12,27.18,654.22,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-13 23:00:00,5,92.62,104.45,140.19,75.4,33.38,694.27,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 00:00:00,5,96.18,108.64,143.05,77.46,34.33,694.27,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 01:00:00,5,114.54,128.67,82.25,122.01,26.46,894.55,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 02:00:00,5,141.01,158.31,7.42,189.19,18.84,1255.04,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 03:00:00,5,164.36,185.38,0.0,194.67,14.42,1615.52,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 04:00:00,5,183.66,208.53,0.0,197.41,11.21,1949.31,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 05:00:00,5,194.34,222.11,0.0,197.41,8.7,2109.53,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 06:00:00,5,198.75,227.66,0.0,191.93,7.09,2109.53,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 07:00:00,5,191.11,218.26,0.0,175.48,6.38,1949.31,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 08:00:00,5,176.59,199.39,0.0,152.17,6.2,1668.93,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 09:00:00,5,165.22,184.2,0.0,135.72,6.38,1401.9,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 10:00:00,5,158.89,175.6,0.0,122.01,6.56,1228.33,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 11:00:00,5,154.45,169.69,0.01,112.41,6.26,1121.52,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 12:00:00,5,152.67,166.83,0.02,101.45,5.96,1054.76,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 13:00:00,5,150.7,164.2,0.07,94.59,6.44,1001.36,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 14:00:00,5,149.97,163.37,0.07,91.85,7.63,988.01,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 15:00:00,5,159.89,174.91,0.01,93.22,8.7,1094.82,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 16:00:00,5,165.19,182.17,0.8,97.33,9.18,1228.33,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 17:00:00,5,167.74,186.32,7.51,98.71,10.01,1335.14,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 18:00:00,5,169.57,188.93,18.78,104.19,11.8,1348.5,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 19:00:00,5,101.03,113.13,67.23,78.14,23.37,787.73,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 20:00:00,5,102.04,114.36,80.11,84.31,26.23,787.73,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 21:00:00,5,112.7,126.17,90.12,100.08,30.99,854.49,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 22:00:00,5,132.43,147.66,110.15,116.53,34.81,934.6,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-14 23:00:00,5,137.9,152.49,124.45,112.41,28.61,907.9,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 00:00:00,5,118.87,130.81,127.32,90.48,19.55,794.41,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 01:00:00,5,117.95,129.87,91.55,105.56,13.11,867.84,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 02:00:00,5,140.07,154.88,21.1,167.25,10.25,1161.58,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 03:00:00,5,164.56,183.85,0.04,191.93,9.42,1522.06,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 04:00:00,5,179.97,204.26,0.0,197.41,8.34,1789.09,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 05:00:00,5,177.11,204.63,0.0,183.7,5.96,1869.2,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 06:00:00,5,163.72,191.84,0.0,159.03,4.47,1789.09,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 07:00:00,5,141.52,167.38,0.0,131.61,3.76,1575.47,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 08:00:00,5,114.98,137.29,0.0,106.93,3.55,1281.74,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 09:00:00,5,88.24,107.42,0.0,86.37,3.93,1041.41,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 10:00:00,4,67.14,84.63,0.0,71.29,4.47,867.84,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 11:00:00,4,53.81,69.98,0.0,61.69,4.89,761.03,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 12:00:00,3,47.7,63.11,0.0,56.89,5.25,727.65,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 13:00:00,3,44.47,59.09,0.0,54.84,5.66,707.63,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 14:00:00,3,43.35,58.03,0.0,54.15,6.14,741.0,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 15:00:00,4,52.49,70.31,0.0,59.63,6.85,988.01,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 16:00:00,4,66.44,89.16,0.24,69.92,7.27,1348.5,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 17:00:00,5,77.12,103.24,2.35,77.46,8.11,1642.23,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 18:00:00,5,86.8,114.38,5.81,89.11,10.25,1815.8,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 19:00:00,5,96.7,113.32,32.54,112.41,37.67,1041.41,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 20:00:00,5,127.66,144.48,67.95,142.57,48.16,1028.06,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 21:00:00,5,165.85,184.21,110.15,171.36,57.7,1121.52,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 22:00:00,5,163.36,180.84,148.77,150.8,55.31,1028.06,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-15 23:00:00,5,172.98,190.97,161.65,152.17,58.65,1014.71,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 00:00:00,5,153.73,170.05,151.63,135.72,51.5,921.25,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 01:00:00,5,156.24,173.08,72.96,172.73,32.9,1068.12,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 02:00:00,5,185.46,206.0,2.53,227.57,20.5,1482.01,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 03:00:00,5,221.1,246.03,0.0,222.09,15.5,1869.2,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 04:00:00,5,263.08,293.46,0.0,227.57,18.12,2243.04,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 05:00:00,5,297.65,333.75,0.0,249.51,22.65,2616.88,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 06:00:00,5,319.14,361.67,0.0,268.7,23.84,2910.61,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 07:00:00,5,315.09,361.13,0.0,271.44,22.65,3017.43,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 08:00:00,5,283.92,328.34,0.0,249.51,19.79,2777.1,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 09:00:00,5,233.0,273.01,0.0,211.12,16.45,2349.85,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 10:00:00,5,181.68,216.46,0.0,172.73,14.66,1895.9,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 11:00:00,5,142.91,173.17,0.0,139.83,14.78,1535.42,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 12:00:00,5,113.37,139.69,0.0,113.79,15.26,1281.74,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 13:00:00,5,88.2,110.89,0.0,91.85,16.21,1054.76,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 14:00:00,4,73.94,94.78,0.0,82.25,18.36,974.66,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 15:00:00,5,77.9,101.68,0.0,87.05,21.46,1188.28,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 16:00:00,5,89.81,117.95,0.23,97.33,24.32,1588.82,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 17:00:00,5,100.32,131.82,1.9,106.93,27.42,1949.31,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 18:00:00,5,111.52,145.54,4.83,124.75,31.47,2216.34,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 19:00:00,5,136.73,171.4,10.73,165.88,38.15,2323.15,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 20:00:00,5,188.35,222.06,23.25,230.31,48.16,2216.34,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 21:00:00,5,244.62,275.14,56.51,276.92,60.08,1949.31,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 22:00:00,5,244.33,272.76,101.57,263.21,71.53,1615.52,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-16 23:00:00,5,228.89,258.65,84.4,244.02,57.22,1508.71,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 00:00:00,5,186.91,212.88,65.8,189.19,35.76,1295.09,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 01:00:00,5,181.19,202.88,25.75,180.96,20.74,1348.5,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 02:00:00,5,194.2,215.47,0.07,183.7,13.71,1628.88,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 03:00:00,5,202.88,226.36,0.0,174.11,11.21,1949.31,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 04:00:00,5,219.65,247.05,0.0,172.73,10.25,2296.45,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 05:00:00,5,242.13,272.66,0.0,178.22,10.25,2616.88,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 06:00:00,5,262.74,293.2,0.0,180.96,10.97,2803.8,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 07:00:00,5,261.26,292.9,0.0,178.22,11.44,2750.4,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 08:00:00,5,254.5,284.75,0.0,172.73,10.49,2563.48,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 09:00:00,5,260.63,288.91,0.0,167.25,9.06,2403.26,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 10:00:00,5,272.11,301.33,0.0,159.03,8.23,2269.74,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 11:00:00,5,279.07,308.49,0.0,149.43,8.94,2162.93,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 12:00:00,5,277.97,304.61,0.0,139.83,10.61,2002.72,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 13:00:00,5,263.07,285.88,0.0,132.98,12.99,1815.8,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 14:00:00,5,247.92,268.25,0.0,126.12,13.35,1668.93,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 15:00:00,5,243.78,263.73,0.0,120.64,12.99,1668.93,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 16:00:00,5,238.59,257.59,0.03,115.16,12.04,1695.63,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 17:00:00,5,228.37,246.5,0.51,113.79,12.52,1695.63,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 18:00:00,5,206.08,222.79,2.39,119.27,17.4,1575.47,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 19:00:00,5,100.91,111.23,17.7,98.71,21.46,867.84,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 20:00:00,4,74.69,83.83,31.83,86.37,19.07,734.33,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 21:00:00,4,62.3,70.53,45.42,80.88,19.07,667.57,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 22:00:00,3,44.84,51.55,65.09,63.75,18.6,574.11,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-17 23:00:00,3,40.77,47.45,60.08,69.23,22.41,567.44,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 00:00:00,3,41.45,48.85,51.5,78.83,25.27,587.46,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 01:00:00,4,58.74,69.94,10.01,123.38,21.93,894.55,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 02:00:00,5,86.54,103.47,0.0,142.57,17.4,1375.2,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 03:00:00,5,110.94,133.6,0.0,149.43,14.78,1789.09,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 04:00:00,5,123.27,150.95,0.0,146.69,13.11,2082.82,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 05:00:00,5,121.38,152.11,0.0,138.46,10.49,2162.93,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 06:00:00,5,117.28,146.38,0.0,130.24,8.11,2162.93,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 07:00:00,5,109.22,133.57,0.0,116.53,6.44,2002.72,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 08:00:00,5,100.02,120.56,0.0,104.19,6.38,1735.69,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 09:00:00,5,91.69,111.45,0.0,100.08,7.87,1441.96,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 10:00:00,5,84.37,101.83,0.0,105.56,13.11,1134.87,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 11:00:00,5,80.8,95.8,0.0,108.3,16.21,947.95,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 12:00:00,5,76.09,88.96,0.0,101.45,16.45,814.44,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 13:00:00,4,72.81,84.22,0.02,93.22,14.31,747.68,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 14:00:00,5,77.67,89.11,0.0,90.48,12.52,781.06,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 15:00:00,5,90.68,104.51,0.0,93.22,12.4,961.3,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 16:00:00,5,100.85,117.9,0.45,94.59,12.28,1201.63,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 17:00:00,5,102.61,121.15,3.17,91.85,12.76,1295.09,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 18:00:00,5,96.72,113.46,8.14,90.48,15.97,1188.28,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 19:00:00,3,38.3,44.66,47.92,50.72,14.54,534.06,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 20:00:00,3,30.64,35.83,66.52,42.5,12.87,467.3,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 21:00:00,3,32.11,37.43,77.96,45.24,14.31,473.98,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 22:00:00,3,39.41,45.61,78.68,60.32,19.79,520.71,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-18 23:00:00,3,47.2,55.01,62.94,84.31,27.89,600.81,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-19 00:00:00,3,45.88,55.01,39.34,101.45,30.52,627.52,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-19 01:00:00,4,55.4,67.81,4.65,127.49,21.93,894.55,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-19 02:00:00,5,80.93,97.96,0.0,141.2,15.74,1348.5,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-19 03:00:00,5,115.67,138.18,0.0,160.4,13.83,1815.8,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-19 04:00:00,5,146.67,175.92,0.0,180.96,15.26,2189.64,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-19 05:00:00,5,159.45,194.66,0.0,191.93,16.69,2376.56,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-19 06:00:00,5,158.0,198.28,0.0,191.93,16.45,2376.56,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-19 07:00:00,5,153.44,196.29,0.0,186.44,16.69,2376.56,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-19 08:00:00,5,143.76,186.5,0.0,178.22,17.4,2243.04,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-19 09:00:00,5,131.11,172.31,0.0,168.62,17.88,2082.82,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-19 10:00:00,5,124.74,165.02,0.0,163.14,19.55,1949.31,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-19 11:00:00,5,122.5,162.54,0.0,161.77,22.17,1895.9,89,5.0
